date,turnover
2015-11-30,0.0
2015-12-01,0.32456140350877194
2015-12-02,0.29333333333333333
2015-12-03,0.2466666666666667
2015-12-04,0.2982456140350877
2015-12-07,0.24
2015-12-08,0.29333333333333333
2015-12-09,0.32
2015-12-10,0.3125
2015-12-11,0.24666666666666667
2015-12-14,0.20666666666666667
2015-12-15,0.32638888888888884
2015-12-16,0.32
2015-12-17,0.2978723404255319
2015-12-18,0.3066666666666667
2015-12-21,0.3218390804597701
2015-12-22,0.33333333333333337
2015-12-23,0.32666666666666666
2015-12-24,0.31034482758620685
2015-12-28,0.3181818181818182
2015-12-29,0.25925925925925924
2015-12-30,0.3333333333333333
2015-12-31,0.32666666666666666
2016-01-04,0.32666666666666666
2016-01-05,0.22666666666666666
2016-01-06,0.25333333333333335
2016-01-07,0.32000000000000006
2016-01-08,0.24
2016-01-11,0.26
2016-01-12,0.32666666666666666
2016-01-13,0.25333333333333335
2016-01-14,0.3095238095238094
2016-01-15,0.29333333333333333
2016-01-19,0.2333333333333333
2016-01-20,0.24666666666666665
2016-01-21,0.3
2016-01-22,0.32608695652173914
2016-01-25,0.22666666666666666
2016-01-26,0.32478632478632474
2016-01-27,0.31746031746031744
2016-01-28,0.3055555555555556
2016-01-29,0.2857142857142857
2016-02-01,0.3253968253968254
2016-02-02,0.22448979591836732
2016-02-03,0.3170731707317074
2016-02-04,0.31851851851851853
2016-02-05,0.2666666666666667
2016-02-08,0.22666666666666668
2016-02-09,0.28148148148148144
2016-02-10,0.3333333333333333
2016-02-11,0.2733333333333333
2016-02-12,0.31851851851851853
2016-02-16,0.31481481481481477
2016-02-17,0.3333333333333333
2016-02-18,0.3333333333333333
2016-02-19,0.29166666666666663
2016-02-22,0.19999999999999998
2016-02-23,0.3333333333333333
2016-02-24,0.33333333333333326
2016-02-25,0.2857142857142857
2016-02-26,0.3260869565217391
2016-02-29,0.2681159420289855
2016-03-01,0.3055555555555555
2016-03-02,0.3055555555555556
2016-03-03,0.3115942028985507
2016-03-04,0.3333333333333333
2016-03-07,0.3238095238095238
2016-03-08,0.32666666666666666
2016-03-09,0.3333333333333333
2016-03-10,0.29729729729729726
2016-03-11,0.3333333333333334
2016-03-14,0.33333333333333337
2016-03-15,0.26126126126126126
2016-03-16,0.2807017543859649
2016-03-17,0.31034482758620685
2016-03-18,0.30303030303030304
2016-03-21,0.2631578947368421
2016-03-22,0.2845528455284553
2016-03-23,0.32666666666666666
2016-03-24,0.31333333333333335
2016-03-28,0.3252032520325203
2016-03-29,0.33333333333333337
2016-03-30,0.33333333333333337
2016-03-31,0.28205128205128205
2016-04-01,0.29166666666666663
2016-04-04,0.3262411347517731
2016-04-05,0.31333333333333335
2016-04-06,0.3070175438596491
2016-04-07,0.25999999999999995
2016-04-08,0.2866666666666667
2016-04-11,0.2553191489361702
2016-04-12,0.30666666666666664
2016-04-13,0.3240740740740741
2016-04-14,0.2836879432624113
2016-04-15,0.3157894736842105
2016-04-18,0.3188405797101449
2016-04-19,0.3142857142857143
2016-04-20,0.3008130081300813
2016-04-21,0.32
2016-04-22,0.2543859649122807
2016-04-25,0.2971014492753623
2016-04-26,0.32666666666666666
2016-04-27,0.2807017543859649
2016-04-28,0.21333333333333332
2016-04-29,0.28
2016-05-02,0.32222222222222224
2016-05-03,0.29333333333333333
2016-05-04,0.28
2016-05-05,0.26
2016-05-06,0.3066666666666667
2016-05-09,0.26666666666666666
2016-05-10,0.32666666666666666
2016-05-11,0.2833333333333333
2016-05-12,0.2569444444444444
2016-05-13,0.3333333333333333
2016-05-16,0.31666666666666665
2016-05-17,0.30000000000000004
2016-05-18,0.2733333333333333
2016-05-19,0.31999999999999995
2016-05-20,0.30000000000000004
2016-05-23,0.28
2016-05-24,0.32666666666666666
2016-05-25,0.33333333333333326
2016-05-26,0.2916666666666667
2016-05-27,0.2666666666666667
2016-05-31,0.3238095238095238
2016-06-01,0.30864197530864196
2016-06-02,0.32183908045977017
2016-06-03,0.30612244897959184
2016-06-06,0.29629629629629634
2016-06-07,0.27586206896551724
2016-06-08,0.2789115646258503
2016-06-09,0.2845528455284553
2016-06-10,0.2533333333333333
2016-06-13,0.2866666666666666
2016-06-14,0.2
2016-06-15,0.27999999999999997
2016-06-16,0.31999999999999995
2016-06-17,0.32000000000000006
2016-06-20,0.30769230769230765
2016-06-21,0.27956989247311825
2016-06-22,0.2978723404255319
2016-06-23,0.2745098039215686
2016-06-24,0.32
2016-06-27,0.2733333333333333
2016-06-28,0.3333333333333333
2016-06-30,0.3333333333333333
2016-07-01,0.32666666666666666
2016-07-05,0.3333333333333333
2016-07-06,0.2857142857142857
2016-07-07,0.3333333333333333
2016-07-08,0.3333333333333333
2016-07-11,0.31746031746031744
2016-07-12,0.24999999999999997
2016-07-13,0.3333333333333333
2016-07-14,0.2962962962962963
2016-07-15,0.3063063063063063
2016-07-18,0.3055555555555556
2016-07-19,0.2971014492753623
2016-07-20,0.3037037037037037
2016-07-21,0.28
2016-07-22,0.28985507246376807
2016-07-25,0.2666666666666667
2016-07-26,0.24666666666666665
2016-07-27,0.2925170068027211
2016-07-28,0.2926829268292683
2016-07-29,0.27536231884057966
2016-08-01,0.26530612244897955
