date,port_net
2015-11-30,-0.005852771126980727
2015-12-01,-0.010777206969384653
2015-12-02,-0.016812876886967643
2015-12-03,-0.009918521211790108
2015-12-04,-0.015398264817431204
2015-12-07,-0.0034701598497188266
2015-12-08,-0.012372210778828083
2015-12-09,-0.014568140601837523
2015-12-10,-0.016723611654096172
2015-12-11,0.0034063714672916724
2015-12-14,0.018910918480463387
2015-12-15,0.015962515140375187
2015-12-16,-0.0008634582260455306
2015-12-17,-0.003292587215407587
2015-12-18,0.013399825870300862
2015-12-21,0.02745278604428369
2015-12-22,0.02647341758060827
2015-12-23,0.011688674517438281
2015-12-24,0.0025441306232690986
2015-12-28,0.0021138291430063028
2015-12-29,0.0006486517180462142
2015-12-30,-0.005124346063923724
2015-12-31,-0.015899311728173736
2016-01-04,-0.02797697395402888
2016-01-05,-0.042683356371405065
2016-01-06,-0.0509398850697365
2016-01-07,-0.04037013827139755
2016-01-08,-0.025751680107803366
2016-01-11,-0.01006858047244574
2016-01-12,-0.01946537563886852
2016-01-13,-0.019266493504678288
2016-01-14,-0.03402788992326082
2016-01-15,-0.025327125916072737
2016-01-19,-0.013093123324493154
2016-01-20,0.007662717735106266
2016-01-21,0.014944719841978009
2016-01-22,0.009094131980255176
2016-01-25,0.010784150706939779
2016-01-26,0.012731267559085728
2016-01-27,0.02750725708226854
2016-01-28,0.02434157091741651
2016-01-29,0.01309581431296023
2016-02-01,-0.004854489221722684
2016-02-02,-0.011544497076141849
2016-02-03,-0.02822198002914563
2016-02-04,-0.03385467206538521
2016-02-05,-0.032705277051286195
2016-02-08,-0.010262383772568063
2016-02-09,0.0037544702573383305
2016-02-10,0.01613042206354943
2016-02-11,0.040777870050272856
2016-02-12,0.04878877425577255
2016-02-16,0.04313846284907136
2016-02-17,0.02050097272168052
2016-02-18,0.008444268259756334
2016-02-19,0.009009532209121925
2016-02-22,0.010072151394057127
2016-02-23,0.012347070185329805
2016-02-24,0.013199740961700842
2016-02-25,0.020258870859533217
2016-02-26,0.0218054535309428
2016-02-29,0.02487486437760335
2016-03-01,0.023462765086389475
2016-03-02,0.017499008507574715
2016-03-03,0.006184131475337443
2016-03-04,-0.0035386566112028148
2016-03-07,-0.005575212677786685
2016-03-08,0.008016701339651662
2016-03-09,0.016931463356055464
2016-03-10,0.020606176327610533
2016-03-11,0.004592233346897474
2016-03-14,-0.0027134109596461606
2016-03-15,0.0005930154478951139
2016-03-16,0.00949946937853021
2016-03-17,0.01353759195514526
2016-03-18,0.009079825173710273
2016-03-21,0.004536009262219318
2016-03-22,0.0001020082032023176
2016-03-23,0.004789183637893823
2016-03-24,0.011961601044510576
2016-03-28,0.016516424937904138
2016-03-29,0.012102668886309615
2016-03-30,0.006408801370842724
2016-03-31,-0.00019130435369878776
2016-04-01,-0.0030351793368830022
2016-04-04,-0.006186390185292295
2016-04-05,-0.00530292192200351
2016-04-06,-0.00657952832394234
2016-04-07,0.0004966291676076691
2016-04-08,0.00640484178660097
2016-04-11,0.013795687356806443
2016-04-12,0.013471521044748162
2016-04-13,0.008613939725931634
2016-04-14,0.006668472049652942
2016-04-15,0.0026676955758958582
2016-04-18,0.0008066932181371737
2016-04-19,0.006173969660271406
2016-04-20,0.0031634153711257284
2016-04-21,0.007366933038887632
2016-04-22,-0.0035540990804992546
2016-04-25,-0.004978628835213793
2016-04-26,-0.015243796163920456
2016-04-27,-0.012909798876791724
2016-04-28,-0.01266777435342042
2016-04-29,-0.010283778725542382
2016-05-02,-0.016837295994147905
2016-05-03,-0.016831100318817547
2016-05-04,-0.017283221539223875
2016-05-05,-0.006868978368349254
2016-05-06,-0.0032863262575758443
2016-05-09,0.0024261759551586185
2016-05-10,-0.005725228717897364
2016-05-11,-0.007284471961439282
2016-05-12,-0.0048309112200311775
2016-05-13,0.005408267662433837
2016-05-16,0.003982384628419893
2016-05-17,0.0005902332580163749
2016-05-18,-0.003997578682239748
2016-05-19,0.006888877901300584
2016-05-20,0.008668924227258883
2016-05-23,0.014134715206011986
2016-05-24,0.009520216572510442
2016-05-25,0.010003306712784097
2016-05-26,0.005043983237593021
2016-05-27,0.003080761735519306
2016-05-31,0.0035764655734192995
2016-06-01,0.005309198041380133
2016-06-02,0.006825035931670171
2016-06-03,0.008429213163283936
2016-06-06,0.0071984977777294614
2016-06-07,0.00026649323199350863
2016-06-08,-0.014353673111590125
2016-06-09,-0.028488696635696323
2016-06-10,-0.02832804197634089
2016-06-13,-0.017126708052102136
2016-06-14,-0.0029683216885955637
2016-06-15,0.004698254976985761
2016-06-16,0.008381108340838451
2016-06-17,0.008650228990702297
2016-06-20,0.007673444060304515
2016-06-21,0.0016244870222801174
2016-06-22,-0.012694830496586035
2016-06-23,-0.01153286903396231
2016-06-24,-0.008568987969745563
2016-06-27,0.02405005416870077
2016-06-28,0.035541721945950955
2016-06-29,0.03276038167052243
2016-06-30,0.007886248313880549
2016-07-01,-0.00956317418891269
2016-07-05,0.004579951725896628
2016-07-06,0.021459764336087046
2016-07-07,0.025811917408484535
2016-07-08,0.014773702619395677
2016-07-11,0.00335844681146647
2016-07-12,0.0026102104075123008
2016-07-13,0.00016309338802337364
2016-07-14,0.0006673912632719169
2016-07-15,0.002192887893547381
2016-07-18,-0.00011313405068314234
2016-07-19,0.0001705315956719315
2016-07-20,-0.0038415123012519566
2016-07-21,-0.0007082632629209836
2016-07-22,-0.0019331804495323467
2016-07-25,-0.0008046971877989698
2016-07-26,-0.0004720412571300302
2016-07-27,0.0006485293473256167
2016-07-28,-0.005221428006622846
