date,port_net
2015-11-30,0.004920287213420181
2015-12-01,-0.005659252175927085
2015-12-02,-0.007075077338069113
2015-12-03,-0.0005991378149186479
2015-12-04,-0.002774539038946206
2015-12-07,0.014758778836049822
2015-12-08,0.009973274131333762
2015-12-09,0.007212404066144843
2015-12-10,-0.0036251393124605365
2015-12-11,0.010634280047848851
2015-12-14,0.02368976824623471
2015-12-15,0.012692500253982808
2015-12-16,-0.04835351418395435
2015-12-17,-0.05899350984402504
2015-12-18,-0.034859217481005775
2015-12-21,-0.005239774412248358
2015-12-23,-0.0027493828177120646
2015-12-24,-0.02239044218902675
2015-12-28,0.009527447222105525
2015-12-29,0.02314210379981686
2015-12-30,0.026408976787731936
2015-12-31,0.004364134132448063
2016-01-04,-0.024515319105618667
2016-01-05,-0.0525162696536229
2016-01-06,-0.06079320394283379
2016-01-07,-0.04510804138822766
2016-01-08,-0.0310170081523138
2016-01-13,-0.02111564843089643
2016-01-14,-0.036891858611338695
2016-01-15,-0.027460199670570985
2016-01-19,-0.009123064939508806
2016-01-20,0.010490118616202164
2016-01-21,0.008057114954826307
2016-01-22,0.013031536491239845
2016-01-25,0.01662938041913445
2016-01-26,0.03837842238801002
2016-01-27,0.03581993400485515
2016-01-28,0.033166285945095866
2016-01-29,0.015799335863430082
2016-02-02,0.005696711192987368
2016-02-03,-0.015068601361911621
2016-02-04,-0.015140314992331459
2016-02-05,-0.02693671266857749
2016-02-08,0.005455010936191956
2016-02-09,0.0010427684114703646
2016-02-10,0.009060906821922442
2016-02-11,0.0205783230271542
2016-02-16,0.008846440785776035
2016-02-17,0.007168479592883641
2016-02-18,-0.005096804094526619
2016-02-19,0.03483291427893046
2016-02-22,0.04188429654355145
2016-02-23,0.03597156363513888
2016-02-24,0.020182869437851275
2016-02-26,0.015903981459438263
2016-02-29,0.016705166926607767
2016-03-01,0.01502713868123793
2016-03-02,0.004494655770118651
2016-03-03,-0.0008285097765127359
2016-03-04,-0.0071902633699613226
2016-03-07,0.002050468184652309
2016-03-08,0.008045910649441136
2016-03-09,0.016682673082322644
2016-03-10,0.014396446174851068
2016-03-11,-0.005374979895023484
2016-03-14,-0.014227753120667706
2016-03-15,-0.004221778062998892
2016-03-16,0.006411657543597331
2016-03-17,0.008256091626605197
2016-03-18,0.002247769055048403
2016-03-21,0.008032294056916153
2016-03-22,0.009530912513179588
2016-03-23,0.021179653403202197
2016-03-24,0.023781388107371737
2016-03-28,0.0294059506226456
2016-03-29,0.01779362759170211
2016-03-30,0.006147813452998844
2016-03-31,-0.010311039993111034
2016-04-01,-0.01064573349219451
2016-04-04,-0.013233716690989656
2016-04-05,-0.008106926791078169
2016-04-06,-0.01854290238791083
2016-04-07,-0.007736452459201284
2016-04-08,-0.0023806076461073155
2016-04-11,0.007529487245225747
2016-04-12,0.009973736868335295
2016-04-13,0.00744418026588379
2016-04-14,0.006623624166037539
2016-04-15,0.015468374494056913
2016-04-18,0.037434240154944655
2016-04-19,0.040295563509007065
2016-04-20,0.023919387488801687
2016-04-21,0.007571290733833933
2016-04-22,-0.0023430728460193703
2016-04-25,-0.002640290066280738
2016-04-26,-0.012814674926746499
2016-04-27,0.0005572099018607145
2016-04-28,-0.0055083080897656515
2016-04-29,-0.004690703641664647
2016-05-02,-0.023625814033696076
2016-05-03,-0.027886732382174307
2016-05-04,-0.03944015320007476
2016-05-06,-0.023569400543802105
2016-05-09,-0.0023609999761354146
2016-05-10,0.019383919314560055
2016-05-11,0.012916753562993403
2016-05-12,0.008355066961198112
2016-05-13,0.003957422584902075
2016-05-16,0.0067845636876187315
2016-05-17,-0.00022193963438947475
2016-05-18,-0.0026094864874031004
2016-05-19,0.0031085926090657903
2016-05-20,0.00996864773790117
2016-05-24,0.004626099491268507
2016-05-25,0.013389001505235833
2016-05-26,0.008504758372120213
2016-05-27,0.027006488868530115
2016-05-31,0.012749965398796952
2016-06-01,0.005988385294590374
2016-06-02,-0.006755335381460966
2016-06-03,-0.003855501998234078
2016-06-06,-0.0004783283063875983
2016-06-07,-0.004710097452084198
2016-06-08,-0.01776528983828485
2016-06-09,-0.028124720867430245
2016-06-10,-0.03303110614575551
2016-06-13,-0.01616432825058719
2016-06-14,-0.0018204545880068572
2016-06-15,0.011290586992384331
2016-06-16,0.007808679004103594
2016-06-17,0.010717167010874237
2016-06-20,-0.002195184413547674
2016-06-21,-0.014865785521170039
2016-06-22,-0.040137206848438564
2016-06-23,-0.007393343971775823
2016-06-24,0.0004939935955750766
2016-06-27,0.037268474522335664
2016-07-01,0.002946382807083347
2016-07-05,0.008716460920936024
2016-07-06,0.020702277815600897
2016-07-07,0.030721775632844835
2016-07-08,0.01455303452188614
2016-07-11,-0.012314188745381201
2016-07-12,-0.009414666103169737
2016-07-13,0.007870947962003437
2016-07-14,0.015036374759802504
2016-07-15,0.013585730655837482
2016-07-18,0.004984013324130588
2016-07-19,0.0006092665453889244
2016-07-20,-0.0012138033660383757
2016-07-21,0.0031841976505029923
2016-07-22,-0.006749827132876895
2016-07-25,-0.00767474351681875
2016-07-26,-0.01345765354298881
2016-07-27,-0.0018719332062285409
2016-07-28,-0.014472323732578844
2016-07-29,-0.014973759884796881
2016-08-01,-0.0185404954350918
2016-08-02,0.0059212625504282
2016-08-03,0.014494895304607546
2016-08-04,0.02519960020449464
2016-08-05,0.011253486252872537
2016-08-08,0.004717530518569066
2016-08-09,0.0011087830138487406
2016-08-10,0.0010753016823090394
2016-08-11,-0.003187590184876645
2016-08-12,-0.007414315351000256
2016-08-15,0.0008534392120690178
