date,port_net
2015-11-30,-0.00761820858749286
2015-12-01,-0.012971105316364293
2015-12-02,-0.020923560021691868
2015-12-03,-0.011653605587363473
2015-12-04,-0.02028146048431706
2015-12-07,-0.0051280258091362975
2015-12-08,-0.016232869816074465
2015-12-09,-0.012101232610470747
2015-12-10,-0.013218881899406424
2015-12-11,0.006478955692954457
2015-12-14,0.01916080203084616
2015-12-15,0.015579466867326548
2015-12-16,0.005633116658849811
2015-12-17,-9.953474086492331e-06
2015-12-18,0.009741132439502411
2015-12-21,0.016167981399979825
2015-12-22,0.020136717910373497
2015-12-23,0.00912160015073671
2015-12-24,0.003946808295469402
2015-12-28,0.002360116731139541
2015-12-29,0.016740531648053017
2015-12-30,0.008029510792948598
2015-12-31,-0.00019705929133455232
2016-01-04,-0.02667039003339144
2016-01-05,-0.04496873580931988
2016-01-06,-0.06337364936881676
2016-01-07,-0.05377275746903395
2016-01-08,-0.03292026897740747
2016-01-11,-0.01602377343165067
2016-01-12,-0.024013870968222377
2016-01-13,-0.027941927561850446
2016-01-14,-0.03725882722013353
2016-01-15,-0.026751790661073575
2016-01-19,-0.009039195152008487
2016-01-20,0.01358547531466293
2016-01-21,0.01850486053268835
2016-01-22,0.006927685993606297
2016-01-25,0.008521253094909967
2016-01-26,0.007690648676818686
2016-01-27,0.025385601296604218
2016-01-28,0.021442181912625712
2016-01-29,0.02436422448635261
2016-02-01,0.010165714854038133
2016-02-02,0.004827927076237233
2016-02-03,-0.026165937374306007
2016-02-04,-0.03531504331136866
2016-02-05,-0.039106189223119855
2016-02-08,-0.017904950147634574
2016-02-09,-0.008699639988206867
2016-02-10,0.006563799946298623
2016-02-11,0.030007690300388724
2016-02-12,0.037469924409047
2016-02-16,0.02005700306876502
2016-02-17,-0.013900972929034427
2016-02-18,-0.020383043192588865
2016-02-19,-0.008419391935249475
2016-02-22,0.009501212931488891
2016-02-23,0.010512816909312302
2016-02-24,0.014478550346883019
2016-02-25,0.03363186200900669
2016-02-26,0.03060418854038635
2016-02-29,0.03298564569106463
2016-03-01,0.01999845263557566
2016-03-02,0.017466689743486787
2016-03-03,0.0038999497386333236
2016-03-04,-0.006109998386392552
2016-03-07,-0.0048381924701939305
2016-03-08,0.009665252880761867
2016-03-09,0.020177541629960716
2016-03-10,0.01974696796421546
2016-03-11,0.005696165994830027
2016-03-14,-0.008301687382251632
2016-03-15,-0.002907291587188386
2016-03-16,0.002839887132868472
2016-03-17,0.011525749121850575
2016-03-18,0.007599918075118414
2016-03-21,0.0034927972083571355
2016-03-22,-0.0019547893544758395
2016-03-23,0.0033826805298539588
2016-03-24,0.011116723398974725
2016-03-28,0.016255416798989133
2016-03-29,0.008331100157911156
2016-03-30,0.0019587426830950674
2016-03-31,-0.004621085549719301
2016-04-01,-0.006614130184336717
2016-04-04,-0.007730743695157913
2016-04-05,-0.007137220270653928
2016-04-06,-0.005576466480679474
2016-04-07,-0.0007880898239258754
2016-04-08,0.010351392178668734
2016-04-11,0.015464135160334663
2016-04-12,0.019045025671213765
2016-04-13,0.009441462575175284
2016-04-14,0.00939841295784992
2016-04-15,0.0027992410121360344
2016-04-18,0.008008460687686104
2016-04-19,0.016353475520845276
2016-04-20,0.01308866347293796
2016-04-21,0.011289668082937155
2016-04-22,-0.0016285159703454187
2016-04-25,0.00033615202242516865
2016-04-26,-0.005531217371028492
2016-04-27,-0.003156826713926023
2016-04-28,-0.007494357182645885
2016-04-29,-0.008443341010646628
2016-05-02,-0.013924681214344167
2016-05-03,-0.014043159012701685
2016-05-04,-0.015067200751964245
2016-05-05,-0.00979427681621706
2016-05-06,-0.004547183161301493
2016-05-09,0.002807173814902411
2016-05-10,0.008241197331407019
2016-05-11,0.005909475137047484
2016-05-12,0.007650785473625146
2016-05-13,0.00013278939206778982
2016-05-16,-0.0009983813649823243
2016-05-17,-0.005270412382632432
2016-05-18,-0.0034867461157672315
2016-05-19,0.007728311986383464
2016-05-20,0.011316996958761885
2016-05-23,0.014100851496308426
2016-05-24,0.005898060241237571
2016-05-25,0.004241437919273611
2016-05-26,0.004043754003858915
2016-05-27,0.006299452138989864
2016-05-31,0.007108812159322522
2016-06-01,0.0053831652688551375
2016-06-02,0.003960017035099434
2016-06-03,0.006134928158038829
2016-06-06,0.00672666920355771
2016-06-07,0.0016893648364908957
2016-06-08,-0.01509610065407986
2016-06-09,-0.030815213108545424
2016-06-10,-0.02992764921765325
2016-06-13,-0.01776265008758811
2016-06-14,-0.001168837328063652
2016-06-15,0.0050385204995178345
2016-06-16,0.011005044892346735
2016-06-17,0.01048579486840698
2016-06-20,0.007115783438038572
2016-06-21,-0.00042736940296150773
2016-06-22,-0.01533750333374827
2016-06-23,-0.0003040704869435956
2016-06-24,0.002555145771954083
2016-06-27,0.034241376910731966
2016-06-28,0.0348474649367568
2016-06-30,0.018085088330427282
2016-07-01,-0.004402224663801052
2016-07-05,-0.005555023202196867
2016-07-06,0.022214667377803803
2016-07-07,0.02901125252705223
2016-07-08,0.010802251597701549
2016-07-11,-0.0030095583310578993
2016-07-12,-0.0040644368469008076
2016-07-13,8.155422610699853e-05
2016-07-14,0.003084237380935732
2016-07-15,0.004182030015861931
2016-07-18,0.0002725109113274562
2016-07-19,-0.0003482895936064391
2016-07-20,-0.0059704494328884266
2016-07-21,0.001017806106550102
2016-07-22,0.0008049352687604641
2016-07-25,0.005041415691683666
2016-07-26,0.0025634222343854807
2016-07-27,0.005997865690998523
2016-07-28,-0.001961470267288027
2016-07-29,-0.0045538234389695025
2016-08-01,-0.006486824240521862
