train,test,rank_mode,zscore_filter,rsi_filter,chosen_bottom_n,train_sharpe_net,test_sharpe_net,test_ann_ret_net,test_ann_vol_net,test_days,test_turnover
2015-2019,2020-2020,combo,,,50,1.1353634860829354,2.1710001379251214,1.35561345490282,0.6244188709257353,248,0.24704301075268817
2016-2020,2021-2021,combo,,,50,1.4887860032977005,2.7519859009187457,0.6210739964346412,0.22568211422423962,247,0.24323886639676112
2017-2021,2022-2022,combo,,,50,1.5852873069026139,-0.02625346681517703,-0.010468556828591099,0.39874950239102386,246,0.2440921409214092
2018-2022,2023-2023,combo,,,50,1.2565348774692473,1.6406021847172991,0.38839161003422895,0.2367372259114447,245,0.24783673469387754
2019-2023,2024-2024,combo,,,50,1.6784406411975645,2.9577337113385562,0.6118200426435773,0.20685433590527363,247,0.24950067476383264
2020-2024,2025-2025,combo,,,30,1.673058708079453,1.2631584174388646,0.3297324760096234,0.2610381021552129,214,0.2792834890965732
