date,turnover
2015-11-30,0.0
2015-12-01,0.32291666666666663
2015-12-02,0.2833333333333333
2015-12-03,0.26
2015-12-04,0.31666666666666665
2015-12-07,0.2666666666666666
2015-12-08,0.25333333333333335
2015-12-09,0.30666666666666675
2015-12-10,0.31333333333333335
2015-12-11,0.2533333333333333
2015-12-14,0.18000000000000005
2015-12-15,0.32666666666666666
2015-12-16,0.3333333333333333
2015-12-17,0.30666666666666664
2015-12-18,0.3066666666666667
2015-12-21,0.31999999999999995
2015-12-22,0.3
2015-12-23,0.32666666666666666
2015-12-24,0.29333333333333333
2015-12-28,0.26666666666666666
2015-12-29,0.2222222222222222
2015-12-30,0.303030303030303
2015-12-31,0.32000000000000006
2016-01-04,0.32
2016-01-05,0.3066666666666667
2016-01-06,0.20666666666666667
2016-01-07,0.23999999999999996
2016-01-08,0.08000000000000002
2016-01-11,0.21333333333333332
2016-01-12,0.26666666666666666
2016-01-13,0.26
2016-01-14,0.3
2016-01-15,0.24666666666666665
2016-01-19,0.21333333333333335
2016-01-20,0.24000000000000005
2016-01-21,0.2533333333333333
2016-01-22,0.30666666666666664
2016-01-25,0.26
2016-01-26,0.3162393162393162
2016-01-27,0.2857142857142857
2016-01-28,0.3118279569892473
2016-01-29,0.2777777777777778
2016-02-01,0.3333333333333333
2016-02-02,0.30107526881720426
2016-02-03,0.31182795698924726
2016-02-04,0.31531531531531537
2016-02-05,0.3066666666666667
2016-02-08,0.24666666666666665
2016-02-09,0.2666666666666667
2016-02-10,0.28
2016-02-11,0.2866666666666667
2016-02-12,0.31333333333333335
2016-02-16,0.33333333333333326
2016-02-17,0.32666666666666666
2016-02-18,0.33333333333333326
2016-02-19,0.33333333333333337
2016-02-22,0.16666666666666663
2016-02-23,0.33333333333333326
2016-02-24,0.3333333333333333
2016-02-25,0.3333333333333333
2016-02-26,0.33333333333333337
2016-02-29,0.3
2016-03-01,0.3333333333333333
2016-03-02,0.23809523809523808
2016-03-03,0.31666666666666665
2016-03-04,0.3333333333333333
2016-03-07,0.31884057971014496
2016-03-08,0.32653061224489793
2016-03-09,0.33333333333333337
2016-03-10,0.26666666666666666
2016-03-11,0.33333333333333326
2016-03-14,0.33333333333333337
2016-03-15,0.32222222222222224
2016-03-16,0.2564102564102564
2016-03-17,0.30158730158730157
2016-03-18,0.3055555555555555
