symbol,trade_id,entry_date,exit_date,holding_days
HOG,7,2017-01-31,2017-02-03,3
HOG,8,2017-04-18,2017-04-24,6
HOG,9,2017-05-18,2017-05-23,5
HOG,10,2017-05-24,2017-05-31,7
HOG,11,2017-07-12,2017-07-17,5
HOG,12,2017-10-05,2017-10-12,7
HOG,13,2018-01-31,2018-02-05,5
HOG,14,2018-02-20,2018-02-26,6
HOG,15,2018-02-27,2018-03-07,8
HOG,16,2018-04-09,2018-04-12,3
HOG,17,2018-04-19,2018-04-24,5
HOG,18,2018-05-31,2018-06-06,6
HOG,19,2018-07-19,2018-07-26,7
HOG,20,2018-10-25,2018-10-31,6
HOG,21,2018-12-13,2019-01-02,20
HOG,22,2019-01-23,2019-01-28,5
HOG,23,2019-01-29,2019-02-01,3
HOG,24,2019-02-07,2019-02-13,6
HOG,25,2019-03-13,2019-03-18,5
HOG,26,2019-04-23,2019-04-30,7
HOG,27,2019-05-13,2019-05-16,3
HOG,28,2019-07-22,2019-07-25,3
HOG,29,2019-12-31,2020-01-08,8
HOG,30,2020-01-28,2020-01-31,3
HOG,31,2020-05-29,2020-06-03,5
HOG,32,2020-07-29,2020-08-05,7
HOG,33,2020-09-16,2020-09-30,14
HOG,34,2021-02-02,2021-02-08,6
HOG,35,2021-03-24,2021-03-29,5
HOG,36,2021-05-25,2021-05-28,3
HOG,37,2021-09-08,2021-09-13,5
HOG,38,2021-10-06,2021-10-11,5
HOG,39,2022-09-30,2022-10-05,5
HOG,40,2022-10-19,2022-10-24,5
HOG,41,2023-03-08,2023-03-15,7
HOG,42,2023-03-17,2023-03-22,5
HOG,43,2023-03-24,2023-03-29,5
HOG,44,2023-05-04,2023-05-09,5
HOG,45,2023-08-07,2023-08-11,4
HOG,46,2023-10-05,2023-10-10,5
HOG,47,2023-10-26,2023-11-02,7
HOG,48,2024-02-23,2024-03-01,7
HOG,49,2024-04-17,2024-04-23,6
HOG,50,2024-04-25,2024-04-30,5
HOG,51,2024-05-09,2024-05-14,5
HOG,52,2024-06-14,2024-06-20,6
HOG,53,2024-09-10,2024-09-13,3
HOG,54,2024-10-04,2024-10-10,6
HOG,55,2024-10-24,2024-10-29,5
HOG,56,2024-12-30,2025-01-03,4
HOG,57,2025-01-22,2025-01-27,5
HOG,58,2025-03-04,2025-03-07,3
HOG,59,2025-04-30,2025-05-05,5
HOG,60,2025-06-02,2025-06-05,3
HOG,61,2025-07-17,2025-07-22,5
HOG,62,2025-09-19,2025-09-24,5
HOLX,1,2015-12-09,2015-12-14,5
HOLX,2,2016-10-27,2016-11-01,5
HOLX,3,2017-01-05,2017-01-10,5
HOLX,4,2017-01-20,2017-01-26,6
HOLX,5,2017-07-28,2017-08-02,5
HOLX,6,2017-08-03,2017-08-15,12
HOLX,7,2017-09-13,2017-09-18,5
HOLX,8,2017-09-28,2017-10-03,5
HOLX,9,2017-10-13,2017-10-19,6
HOLX,10,2018-01-22,2018-01-26,4
HOLX,11,2018-02-09,2018-02-14,5
HOLX,12,2018-04-02,2018-04-05,3
HOLX,13,2018-08-09,2018-08-16,7
HOLX,14,2019-04-05,2019-04-11,6
HOLX,15,2019-04-17,2019-04-24,7
HOLX,16,2019-07-08,2019-07-11,3
HOLX,17,2019-10-24,2019-10-29,5
HOLX,18,2019-12-20,2019-12-26,6
HOLX,19,2020-02-07,2020-02-12,5
HOLX,20,2020-02-13,2020-02-19,6
HOLX,21,2020-03-17,2020-03-20,3
HOLX,22,2020-06-12,2020-06-17,5
HOLX,23,2020-08-24,2020-09-02,9
HOLX,24,2020-11-10,2020-11-13,3
HOLX,25,2020-11-24,2020-11-30,6
HOLX,26,2020-12-28,2021-01-04,7
HOLX,27,2021-02-10,2021-02-16,6
HOLX,28,2021-03-10,2021-03-15,5
HOLX,29,2021-04-07,2021-04-12,5
HOLX,30,2021-04-29,2021-05-05,6
HOLX,31,2021-05-13,2021-05-18,5
HOLX,32,2021-06-02,2021-06-07,5
HOLX,33,2021-07-14,2021-07-19,5
HOLX,34,2021-09-15,2021-09-21,6
HOLX,35,2021-10-05,2021-10-08,3
HOLX,36,2021-12-21,2021-12-27,6
HOLX,37,2022-05-25,2022-06-03,9
HOLX,38,2022-09-19,2022-09-27,8
HOLX,39,2022-10-10,2022-10-17,7
HOLX,40,2022-11-17,2022-11-22,5
HOLX,41,2023-01-31,2023-02-03,3
HOLX,42,2023-06-08,2023-06-14,6
HOLX,43,2023-06-28,2023-07-12,14
HOLX,44,2023-08-01,2023-08-04,3
HOLX,45,2023-11-28,2023-12-01,3
HOLX,46,2023-12-08,2023-12-13,5
HOLX,47,2024-02-02,2024-02-08,6
HOLX,48,2024-05-10,2024-05-15,5
HOLX,49,2024-06-17,2024-06-21,4
HOLX,50,2024-08-14,2024-08-19,5
HOLX,51,2024-08-21,2024-08-26,5
HOLX,52,2024-12-05,2024-12-11,6
HOLX,53,2025-01-14,2025-01-21,7
HOLX,54,2025-03-05,2025-03-10,5
HOLX,55,2025-04-02,2025-04-07,5
HOLX,56,2025-04-10,2025-04-15,5
HOLX,57,2025-05-02,2025-05-08,6
HOLX,58,2025-07-07,2025-07-10,3
HON,1,2016-02-23,2016-03-03,9
HON,2,2016-04-25,2016-04-28,3
HON,3,2016-09-07,2016-09-14,7
HON,4,2016-10-10,2016-10-13,3
HON,5,2016-11-16,2016-11-21,5
HON,6,2018-06-19,2018-06-26,7
HON,7,2018-11-27,2018-11-30,3
HON,8,2019-08-23,2019-08-28,5
HON,9,2020-03-20,2020-03-26,6
HON,10,2020-05-07,2020-05-12,5
HON,11,2020-06-24,2020-06-29,5
HON,12,2021-06-15,2021-06-23,8
HON,13,2021-11-24,2021-12-06,12
HON,14,2022-02-03,2022-02-08,5
HON,15,2022-04-11,2022-04-14,3
HON,16,2022-06-22,2022-06-28,6
HON,17,2023-01-05,2023-01-10,5
HON,18,2023-07-27,2023-08-09,13
HON,19,2023-10-03,2023-10-06,3
HON,20,2024-01-09,2024-01-12,3
HON,21,2024-10-30,2024-11-04,5
HON,22,2024-11-21,2024-11-26,5
HON,23,2025-02-06,2025-02-12,6
HON,24,2025-02-14,2025-02-20,6
HON,25,2025-06-17,2025-06-23,6
HON,26,2025-09-03,2025-09-08,5
HPE,1,2016-01-13,2016-01-19,6
HPE,2,2016-05-02,2016-05-10,8
HPE,3,2016-11-21,2016-11-28,7
HPE,4,2016-12-16,2016-12-21,5
HPE,5,2017-02-24,2017-03-02,6
HPE,6,2017-03-10,2017-03-17,7
HPE,7,2017-04-03,2017-04-06,3
HPE,8,2017-05-19,2017-05-24,5
HPE,9,2017-06-01,2017-06-07,6
HPE,10,2017-06-12,2017-06-21,9
HPE,11,2017-09-01,2017-09-13,12
HPE,12,2017-11-01,2017-11-06,5
HPE,13,2017-12-28,2018-01-04,7
HPE,14,2018-04-02,2018-04-11,9
HPE,15,2018-05-23,2018-05-29,6
HPE,16,2018-08-21,2018-08-24,3
HPE,17,2019-03-06,2019-03-13,7
HPE,18,2019-04-24,2019-05-02,8
HPE,19,2019-05-10,2019-05-16,6
HPE,20,2019-08-02,2019-08-07,5
HPE,21,2019-09-18,2019-09-23,5
HPE,22,2019-10-08,2019-10-11,3
HPE,23,2019-11-26,2019-12-03,7
HPE,24,2019-12-20,2019-12-26,6
HPE,25,2020-03-04,2020-03-10,6
HPE,26,2020-04-15,2020-04-20,5
HPE,27,2020-08-13,2020-08-18,5
HPE,28,2021-09-15,2021-09-24,9
HPE,29,2022-02-25,2022-03-04,7
HPE,30,2022-07-05,2022-07-11,6
HPE,31,2022-09-23,2022-09-29,6
HPE,32,2023-03-02,2023-03-10,8
HPE,33,2023-04-18,2023-05-01,13
HPE,34,2024-02-16,2024-02-22,6
HPE,35,2024-03-15,2024-03-20,5
HPE,36,2024-06-24,2024-06-27,3
HPE,37,2024-07-25,2024-07-30,5
HPE,38,2024-08-29,2024-09-04,6
HPE,39,2024-09-10,2024-09-13,3
HPE,40,2024-10-23,2024-10-28,5
HPE,41,2024-11-27,2024-12-03,6
HPE,42,2025-01-28,2025-01-31,3
HPE,43,2025-02-28,2025-03-13,13
HPE,44,2025-09-26,2025-10-01,5
HPQ,1,2015-12-18,2015-12-24,6
HPQ,2,2016-05-02,2016-05-10,8
HPQ,3,2016-10-14,2016-10-20,6
HPQ,4,2016-11-23,2016-11-29,6
HPQ,5,2016-12-16,2016-12-21,5
HPQ,6,2017-05-25,2017-05-31,6
HPQ,7,2017-06-06,2017-06-09,3
HPQ,8,2017-06-14,2017-06-20,6
HPQ,9,2017-08-11,2017-08-16,5
HPQ,10,2018-04-06,2018-04-11,5
HPQ,11,2018-05-23,2018-06-01,9
HPQ,12,2018-07-20,2018-07-25,5
HPQ,13,2018-12-19,2019-01-02,14
HPQ,14,2019-02-28,2019-03-13,13
HPQ,15,2019-05-10,2019-05-15,5
HPQ,16,2019-08-23,2019-08-28,5
HPQ,17,2019-10-04,2019-10-09,5
HPQ,18,2019-10-10,2019-10-15,5
HPQ,19,2020-03-13,2020-03-23,10
HPQ,20,2020-05-28,2020-06-03,6
HPQ,21,2020-10-27,2020-10-30,3
HPQ,22,2020-11-12,2020-11-17,5
HPQ,23,2021-05-28,2021-06-03,6
HPQ,24,2021-07-12,2021-07-16,4
HPQ,25,2021-10-12,2021-10-18,6
HPQ,26,2021-12-09,2021-12-14,5
HPQ,27,2022-01-19,2022-01-26,7
HPQ,28,2022-03-01,2022-03-04,3
HPQ,29,2022-06-08,2022-06-16,8
HPQ,30,2022-07-01,2022-07-11,10
HPQ,31,2023-01-13,2023-01-24,11
HPQ,32,2023-03-03,2023-03-10,7
HPQ,33,2023-08-30,2023-09-05,6
HPQ,34,2023-09-14,2023-09-20,6
HPQ,35,2024-02-07,2024-02-12,5
HPQ,36,2024-03-19,2024-03-25,6
HPQ,37,2024-06-26,2024-07-02,6
HPQ,38,2024-07-30,2024-08-02,3
HPQ,39,2024-08-07,2024-08-12,5
HPQ,40,2024-11-27,2024-12-03,6
HPQ,41,2025-02-28,2025-03-07,7
HPQ,42,2025-03-31,2025-04-08,8
HPQ,43,2025-05-29,2025-06-04,6
HPQ,44,2025-09-11,2025-09-18,7
IBM,1,2016-04-19,2016-04-22,3
IBM,2,2017-04-07,2017-04-17,10
IBM,3,2017-05-05,2017-05-17,12
IBM,4,2017-07-19,2017-07-24,5
IBM,5,2017-07-28,2017-08-02,5
IBM,6,2017-08-09,2017-08-14,5
IBM,7,2017-11-03,2017-11-09,6
IBM,8,2018-06-25,2018-06-28,3
IBM,9,2018-10-17,2018-10-22,5
IBM,10,2018-10-29,2018-11-02,4
IBM,11,2019-05-31,2019-06-05,5
IBM,12,2019-08-09,2019-08-15,6
IBM,13,2019-10-17,2019-10-23,6
IBM,14,2019-11-14,2019-11-19,5
IBM,15,2020-05-13,2020-05-18,5
IBM,16,2020-06-23,2020-06-26,3
IBM,17,2021-07-02,2021-07-09,7
IBM,18,2021-10-21,2021-11-01,11
IBM,19,2021-11-16,2021-11-24,8
IBM,20,2022-02-14,2022-03-01,15
IBM,21,2022-07-19,2022-07-26,7
IBM,22,2023-01-26,2023-02-01,6
IBM,23,2023-02-28,2023-03-06,6
IBM,24,2023-04-13,2023-04-18,5
IBM,25,2023-04-19,2023-04-27,8
IBM,26,2023-05-03,2023-05-09,6
IBM,27,2023-06-22,2023-06-28,6
IBM,28,2023-09-29,2023-10-04,5
IBM,29,2023-12-19,2023-12-22,3
IBM,30,2024-03-25,2024-03-28,3
IBM,31,2024-04-26,2024-05-01,5
IBM,32,2024-10-30,2024-11-04,5
IBM,33,2024-11-15,2024-11-20,5
IBM,34,2025-03-03,2025-03-06,3
IBM,35,2025-07-11,2025-07-16,5
IBM,36,2025-07-24,2025-07-30,6
IBM,37,2025-08-11,2025-08-15,4
ICE,1,2016-02-26,2016-03-04,7
ICE,2,2016-03-30,2016-04-04,5
ICE,3,2016-06-06,2016-06-09,3
ICE,4,2016-06-15,2016-06-24,9
ICE,5,2016-09-23,2016-10-04,11
ICE,6,2016-11-16,2016-11-21,5
ICE,7,2016-12-16,2016-12-22,6
ICE,8,2016-12-23,2016-12-29,6
ICE,9,2017-02-21,2017-02-27,6
ICE,10,2017-08-07,2017-08-10,3
ICE,11,2017-10-17,2017-10-27,10
ICE,12,2018-05-03,2018-05-09,6
ICE,13,2018-08-02,2018-08-09,7
ICE,14,2018-09-26,2018-10-02,6
ICE,15,2018-12-18,2018-12-21,3
ICE,16,2019-01-07,2019-01-11,4
ICE,17,2019-02-19,2019-02-25,6
ICE,18,2019-04-10,2019-04-15,5
ICE,19,2019-05-03,2019-05-08,5
ICE,20,2019-07-30,2019-08-02,3
ICE,21,2019-09-11,2019-09-16,5
ICE,22,2019-12-12,2019-12-17,5
ICE,23,2020-02-04,2020-02-11,7
ICE,24,2020-06-11,2020-06-16,5
ICE,25,2020-06-24,2020-06-29,5
ICE,26,2020-09-03,2020-09-11,8
ICE,27,2020-10-19,2020-10-22,3
ICE,28,2020-10-28,2020-11-02,5
ICE,29,2021-01-21,2021-01-27,6
ICE,30,2021-02-10,2021-02-17,7
ICE,31,2021-03-17,2021-03-24,7
ICE,32,2021-03-30,2021-04-05,6
ICE,33,2021-05-03,2021-05-07,4
ICE,34,2021-08-13,2021-08-18,5
ICE,35,2021-11-09,2021-11-16,7
ICE,36,2022-01-03,2022-01-06,3
ICE,37,2022-03-29,2022-04-01,3
ICE,38,2022-05-04,2022-05-16,12
ICE,39,2022-07-27,2022-08-01,5
ICE,40,2022-08-29,2022-09-02,4
ICE,41,2022-09-19,2022-09-26,7
ICE,42,2023-02-27,2023-03-02,3
ICE,43,2023-09-22,2023-09-29,7
ICE,44,2023-10-24,2023-10-27,3
ICE,45,2024-03-11,2024-03-15,4
ICE,46,2024-04-29,2024-05-07,8
ICE,47,2025-04-02,2025-04-11,9
ICE,48,2025-08-12,2025-08-21,9
ICE,49,2025-08-29,2025-09-15,17
ICE,50,2025-10-16,2025-10-21,5
INTC,1,2016-04-15,2016-04-20,5
INTC,2,2016-08-03,2016-08-08,5
INTC,3,2016-10-19,2016-10-24,5
INTC,4,2017-02-09,2017-02-15,6
INTC,5,2017-03-01,2017-03-09,8
INTC,6,2017-04-11,2017-04-19,8
INTC,7,2017-05-10,2017-05-17,7
INTC,8,2017-06-26,2017-06-30,4
INTC,9,2017-08-22,2017-08-25,3
INTC,10,2017-12-07,2017-12-12,5
INTC,11,2018-01-10,2018-01-16,6
INTC,12,2018-06-08,2018-06-14,6
INTC,13,2018-07-27,2018-08-02,6
INTC,14,2018-08-16,2018-08-23,7
INTC,15,2018-09-10,2018-09-17,7
INTC,16,2019-04-26,2019-05-02,6
INTC,17,2019-05-09,2019-05-15,6
INTC,18,2019-09-20,2019-09-25,5
INTC,19,2019-12-03,2019-12-09,6
INTC,20,2020-07-24,2020-08-04,11
INTC,21,2020-10-23,2020-10-30,7
INTC,22,2020-12-18,2020-12-24,6
INTC,23,2021-04-23,2021-04-29,6
INTC,24,2021-07-23,2021-07-28,5
INTC,25,2021-08-18,2021-08-23,5
INTC,26,2021-10-12,2021-10-15,3
INTC,27,2022-03-11,2022-03-17,6
INTC,28,2022-06-08,2022-06-13,5
INTC,29,2022-07-29,2022-08-03,5
INTC,30,2022-08-09,2022-08-12,3
INTC,31,2022-09-06,2022-09-09,3
INTC,32,2022-10-27,2022-11-01,5
INTC,33,2023-04-11,2023-04-17,6
INTC,34,2023-04-21,2023-04-28,7
INTC,35,2023-05-11,2023-05-16,5
INTC,36,2023-09-19,2023-09-25,6
INTC,37,2023-12-05,2023-12-11,6
INTC,38,2024-01-26,2024-02-01,6
INTC,39,2024-02-27,2024-03-04,6
INTC,40,2024-04-05,2024-04-10,5
INTC,41,2024-05-08,2024-05-13,5
INTC,42,2024-10-16,2024-10-21,5
INTC,43,2024-12-05,2024-12-10,5
INTC,44,2025-03-10,2025-03-14,4
INTC,45,2025-03-26,2025-03-31,5
INTC,46,2025-04-01,2025-04-04,3
INTC,47,2025-05-23,2025-05-29,6
INTC,48,2025-05-30,2025-06-04,5
INTC,49,2025-07-25,2025-08-06,12
INTU,1,2016-07-21,2016-07-26,5
INTU,2,2016-07-29,2016-08-05,7
INTU,3,2016-12-28,2017-01-05,8
INTU,4,2017-02-08,2017-02-14,6
INTU,5,2017-03-27,2017-04-04,8
INTU,6,2017-04-26,2017-05-01,5
INTU,7,2017-06-26,2017-07-07,11
INTU,8,2017-09-29,2017-10-04,5
INTU,9,2018-03-01,2018-03-06,5
INTU,10,2018-07-30,2018-08-02,3
INTU,11,2019-04-29,2019-05-02,3
INTU,12,2019-10-22,2019-10-25,3
INTU,13,2019-11-25,2019-11-29,4
INTU,14,2020-05-27,2020-06-01,5
INTU,15,2020-07-13,2020-07-17,4
INTU,16,2021-03-18,2021-03-23,5
INTU,17,2021-05-04,2021-05-10,6
INTU,18,2021-11-10,2021-11-15,5
INTU,19,2022-01-04,2022-01-12,8
INTU,20,2022-02-17,2022-02-24,7
INTU,21,2022-08-19,2022-08-25,6
INTU,22,2022-11-01,2022-11-04,3
INTU,23,2023-07-03,2023-07-07,4
INTU,24,2024-05-30,2024-06-04,5
INTU,25,2024-07-11,2024-07-16,5
INTU,26,2024-08-23,2024-08-29,6
INTU,27,2024-09-27,2024-10-04,7
INTU,28,2024-11-19,2024-11-22,3
INTU,29,2025-01-17,2025-01-23,6
INTU,30,2025-07-10,2025-07-16,6
INTU,31,2025-08-11,2025-08-14,3
INTU,32,2025-08-22,2025-08-28,6
INTU,33,2025-10-07,2025-10-15,8
IP,1,2015-12-01,2015-12-07,6
IP,2,2016-02-19,2016-02-24,5
IP,3,2016-04-05,2016-04-08,3
IP,4,2016-09-22,2016-09-27,5
IP,5,2016-10-27,2016-11-02,6
IP,6,2017-01-17,2017-01-20,3
IP,7,2017-02-02,2017-02-09,7
IP,8,2017-07-21,2017-07-26,5
IP,9,2017-11-06,2017-11-10,4
IP,10,2017-11-13,2017-11-20,7
IP,11,2017-12-14,2017-12-19,5
IP,12,2018-03-06,2018-03-13,7
IP,13,2018-03-15,2018-03-20,5
IP,14,2018-06-15,2018-06-20,5
IP,15,2018-07-02,2018-07-06,4
IP,16,2018-07-26,2018-07-31,5
IP,17,2018-09-28,2018-10-03,5
IP,18,2018-11-28,2018-12-03,5
IP,19,2019-02-01,2019-02-07,6
IP,20,2019-03-15,2019-03-20,5
IP,21,2019-07-11,2019-07-16,5
IP,22,2019-08-06,2019-08-09,3
IP,23,2019-10-08,2019-10-11,3
IP,24,2020-01-03,2020-01-10,7
IP,25,2021-02-04,2021-02-09,5
IP,26,2021-03-11,2021-03-19,8
IP,27,2021-09-21,2021-09-24,3
IP,28,2021-10-01,2021-10-06,5
IP,29,2021-10-19,2021-10-22,3
IP,30,2021-10-28,2021-11-05,8
IP,31,2021-12-10,2021-12-17,7
IP,32,2022-06-21,2022-06-28,7
IP,33,2022-08-05,2022-08-10,5
IP,34,2022-09-16,2022-09-21,5
IP,35,2023-02-21,2023-02-24,3
IP,36,2023-04-27,2023-05-02,5
IP,37,2023-06-01,2023-06-06,5
IP,38,2023-08-10,2023-08-21,11
IP,39,2023-10-16,2023-10-19,3
IP,40,2023-11-10,2023-11-16,6
IP,41,2023-11-20,2023-11-27,7
IP,42,2023-12-27,2024-01-04,8
IP,43,2024-02-01,2024-02-08,7
IP,44,2024-04-16,2024-04-22,6
IP,45,2024-04-23,2024-04-30,7
IP,46,2024-06-27,2024-07-02,5
IP,47,2024-12-10,2024-12-13,3
IP,48,2025-01-31,2025-02-10,10
IP,49,2025-05-01,2025-05-06,5
IP,50,2025-08-15,2025-08-20,5
IP,51,2025-10-30,2025-11-05,6
IPG,1,2016-09-23,2016-09-29,6
IPG,2,2016-12-06,2016-12-09,3
IPG,3,2016-12-20,2016-12-27,7
IPG,4,2017-01-19,2017-01-24,5
IPG,5,2017-02-28,2017-03-03,3
IPG,6,2017-04-28,2017-05-03,5
IPG,7,2017-06-06,2017-06-12,6
IPG,8,2017-07-25,2017-07-31,6
IPG,9,2017-10-12,2017-10-17,5
IPG,10,2018-05-23,2018-06-04,12
IPG,11,2018-07-03,2018-07-09,6
IPG,12,2018-11-23,2018-11-28,5
IPG,13,2019-01-22,2019-01-25,3
IPG,14,2019-02-06,2019-02-11,5
IPG,15,2019-03-13,2019-03-18,5
IPG,16,2019-03-22,2019-03-29,7
IPG,17,2019-05-31,2019-06-05,5
IPG,18,2019-06-10,2019-06-13,3
IPG,19,2019-07-23,2019-07-26,3
IPG,20,2019-08-14,2019-08-20,6
IPG,21,2019-10-10,2019-10-15,5
IPG,22,2020-01-02,2020-01-07,5
IPG,23,2020-03-20,2020-03-25,5
IPG,24,2020-04-15,2020-04-20,5
IPG,25,2020-08-20,2020-08-26,6
IPG,26,2020-09-09,2020-09-15,6
IPG,27,2021-02-10,2021-02-16,6
IPG,28,2021-03-24,2021-03-29,5
IPG,29,2021-10-21,2021-10-28,7
IPG,30,2022-12-07,2022-12-12,5
IPG,31,2023-03-07,2023-03-16,9
IPG,32,2023-04-27,2023-05-02,5
IPG,33,2023-07-19,2023-07-27,8
IPG,34,2023-08-17,2023-08-22,5
IPG,35,2024-02-08,2024-02-14,6
IPG,36,2024-02-29,2024-03-06,6
IPG,37,2024-04-05,2024-04-10,5
IPG,38,2024-06-10,2024-06-20,10
IPG,39,2024-07-01,2024-07-05,4
IPG,40,2024-09-12,2024-09-17,5
IPG,41,2024-10-22,2024-10-25,3
IPG,42,2024-11-15,2024-11-20,5
IPG,43,2024-12-24,2024-12-30,6
IPG,44,2025-01-10,2025-01-15,5
IPG,45,2025-02-10,2025-02-18,8
IPG,46,2025-06-02,2025-06-05,3
IVZ,1,2016-01-13,2016-01-19,6
IVZ,2,2016-06-03,2016-06-17,14
IVZ,3,2016-11-28,2016-12-02,4
IVZ,4,2016-12-13,2016-12-16,3
IVZ,5,2017-01-19,2017-01-24,5
IVZ,6,2017-02-28,2017-03-03,3
IVZ,7,2017-11-13,2017-11-17,4
IVZ,8,2018-04-27,2018-05-07,10
IVZ,9,2018-05-29,2018-06-01,3
IVZ,10,2018-06-13,2018-06-18,5
IVZ,11,2018-07-13,2018-07-18,5
IVZ,12,2018-10-12,2018-10-17,5
IVZ,13,2019-10-09,2019-10-14,5
IVZ,14,2019-11-14,2019-11-19,5
IVZ,15,2020-02-14,2020-02-20,6
IVZ,16,2020-04-23,2020-04-28,5
IVZ,17,2020-08-04,2020-08-07,3
IVZ,18,2022-07-27,2022-08-01,5
IVZ,19,2023-01-25,2023-01-30,5
IVZ,20,2023-03-20,2023-03-23,3
IVZ,21,2023-05-12,2023-05-17,5
IVZ,22,2023-07-25,2023-08-01,7
IVZ,23,2024-02-23,2024-02-29,6
IVZ,24,2024-04-23,2024-04-29,6
IVZ,25,2025-02-20,2025-02-26,6
IWM,1,2017-10-17,2017-10-20,3
IWM,2,2019-09-24,2019-09-27,3
IWM,3,2021-01-29,2021-02-03,5
IWM,4,2021-08-19,2021-08-24,5
IWM,5,2021-11-29,2021-12-06,7
IWM,6,2023-08-09,2023-08-15,6
JBL,1,2015-12-17,2015-12-23,6
JBL,2,2016-01-06,2016-01-13,7
JBL,3,2016-03-18,2016-03-23,5
JBL,4,2016-04-05,2016-04-13,8
JBL,5,2016-05-02,2016-05-05,3
JBL,6,2016-09-22,2016-09-27,5
JBL,7,2016-11-01,2016-11-08,7
JBL,8,2016-11-16,2016-11-22,6
JBL,9,2016-12-02,2016-12-07,5
JBL,10,2017-01-06,2017-01-11,5
JBL,11,2017-04-05,2017-04-10,5
JBL,12,2017-06-15,2017-06-21,6
JBL,13,2017-09-26,2017-09-29,3
JBL,14,2017-10-10,2017-10-16,6
JBL,15,2017-11-28,2017-12-04,6
JBL,16,2018-01-22,2018-01-25,3
JBL,17,2018-01-29,2018-02-05,7
JBL,18,2018-03-28,2018-04-03,6
JBL,19,2018-04-23,2018-04-26,3
JBL,20,2018-10-09,2018-10-12,3
JBL,21,2019-03-18,2019-03-21,3
JBL,22,2019-05-31,2019-06-05,5
JBL,23,2019-07-09,2019-07-12,3
JBL,24,2020-01-30,2020-02-05,6
JBL,25,2020-02-07,2020-02-13,6
JBL,26,2021-04-30,2021-05-05,5
JBL,27,2021-10-20,2021-10-25,5
JBL,28,2022-01-25,2022-02-01,7
JBL,29,2023-01-30,2023-02-02,3
JBL,30,2023-03-16,2023-03-21,5
JBL,31,2023-04-21,2023-04-26,5
JBL,32,2023-07-28,2023-08-02,5
JBL,33,2023-08-10,2023-08-16,6
JBL,34,2023-10-20,2023-10-26,6
JBL,35,2023-11-29,2023-12-05,6
JBL,36,2024-03-15,2024-03-20,5
JBL,37,2024-04-19,2024-04-25,6
JBL,38,2024-05-15,2024-05-21,6
JBL,39,2024-06-04,2024-06-07,3
JBL,40,2024-07-30,2024-08-02,3
JBL,41,2025-02-20,2025-02-28,8
JBL,42,2025-08-19,2025-08-25,6
JBL,43,2025-10-03,2025-10-08,5
JBL,44,2025-10-21,2025-10-27,6
JD,1,2015-12-28,2015-12-31,3
JD,2,2016-01-27,2016-02-02,6
JD,3,2016-02-03,2016-02-08,5
JD,4,2016-02-25,2016-03-01,5
JD,5,2016-03-24,2016-03-31,7
JD,6,2016-04-25,2016-04-29,4
JD,7,2016-05-03,2016-05-06,3
JD,8,2016-05-12,2016-05-17,5
JD,9,2016-06-08,2016-06-13,5
JD,10,2016-07-06,2016-07-11,5
JD,11,2016-08-04,2016-08-09,5
JD,12,2016-11-25,2016-11-30,5
JD,13,2017-08-14,2017-08-23,9
JD,14,2017-09-25,2017-10-04,9
JD,15,2017-11-29,2017-12-07,8
JD,16,2018-01-22,2018-01-26,4
JD,17,2018-03-02,2018-03-08,6
JD,18,2018-04-03,2018-04-06,3
JD,19,2018-04-23,2018-04-27,4
JD,20,2018-05-30,2018-06-05,6
JD,21,2018-07-11,2018-07-16,5
JD,22,2018-07-19,2018-07-25,6
JD,23,2018-08-14,2018-08-21,7
JD,24,2018-09-05,2018-09-10,5
JD,25,2019-01-14,2019-01-17,3
JD,26,2019-02-15,2019-02-21,6
JD,27,2019-05-06,2019-05-13,7
JD,28,2019-07-30,2019-08-08,9
JD,29,2019-08-22,2019-08-27,5
JD,30,2019-11-20,2019-11-25,5
JD,31,2019-12-31,2020-01-06,6
JD,32,2020-05-22,2020-05-28,6
JD,33,2020-07-14,2020-07-17,3
JD,34,2020-08-07,2020-08-12,5
JD,35,2020-11-10,2020-11-13,3
JD,36,2020-12-15,2020-12-18,3
JD,37,2021-03-08,2021-03-11,3
JD,38,2021-03-12,2021-03-17,5
JD,39,2021-03-25,2021-03-30,5
JD,40,2021-04-15,2021-04-23,8
JD,41,2021-05-10,2021-05-13,3
JD,42,2021-06-11,2021-06-16,5
JD,43,2021-07-06,2021-07-09,3
JD,44,2021-07-23,2021-07-30,7
JD,45,2021-08-16,2021-08-20,4
JD,46,2021-09-15,2021-09-20,5
JD,47,2021-11-08,2021-11-11,3
JD,48,2021-12-06,2021-12-09,3
JD,49,2021-12-15,2021-12-23,8
JD,50,2021-12-28,2021-12-31,3
JD,51,2022-03-03,2022-03-11,8
JD,52,2022-03-14,2022-03-17,3
JD,53,2022-04-20,2022-04-26,6
JD,54,2022-07-29,2022-08-04,6
JD,55,2022-08-10,2022-08-15,5
JD,56,2022-08-18,2022-08-23,5
JD,57,2022-10-03,2022-10-06,3
JD,58,2022-10-13,2022-10-27,14
JD,59,2022-11-25,2022-11-30,5
JD,60,2023-01-17,2023-01-20,3
JD,61,2023-01-31,2023-02-03,3
JD,62,2023-02-10,2023-02-16,6
JD,63,2023-03-20,2023-03-23,3
JD,64,2023-04-12,2023-04-17,5
JD,65,2023-04-24,2023-04-27,3
JD,66,2023-09-18,2023-09-26,8
JD,67,2023-12-01,2023-12-08,7
