symbol,trade_id,entry_date,exit_date,holding_days
ENPH,21,2018-03-29,2018-04-06,8
ENPH,22,2018-04-10,2018-04-16,6
ENPH,23,2018-05-01,2018-05-04,3
ENPH,24,2018-06-08,2018-06-15,7
ENPH,25,2018-07-17,2018-07-20,3
ENPH,26,2018-07-26,2018-08-01,6
ENPH,27,2018-09-13,2018-09-20,7
ENPH,28,2019-02-19,2019-02-25,6
ENPH,29,2019-03-26,2019-03-29,3
ENPH,30,2019-06-25,2019-06-28,3
ENPH,31,2019-08-29,2019-09-13,15
ENPH,32,2020-03-13,2020-03-19,6
ENPH,33,2020-04-21,2020-04-24,3
ENPH,34,2020-06-03,2020-06-09,6
ENPH,35,2020-06-10,2020-06-15,5
ENPH,36,2020-06-17,2020-06-22,5
ENPH,37,2020-09-03,2020-09-10,7
ENPH,38,2021-03-05,2021-03-11,6
ENPH,39,2021-03-29,2021-04-01,3
ENPH,40,2021-04-15,2021-04-20,5
ENPH,41,2021-05-04,2021-05-13,9
ENPH,42,2021-08-16,2021-08-20,4
ENPH,43,2021-09-10,2021-09-15,5
ENPH,44,2021-12-03,2021-12-09,6
ENPH,45,2021-12-14,2021-12-17,3
ENPH,46,2021-12-20,2021-12-23,3
ENPH,47,2022-10-05,2022-10-11,6
ENPH,48,2023-01-03,2023-01-12,9
ENPH,49,2023-01-26,2023-01-31,5
ENPH,50,2023-03-16,2023-03-22,6
ENPH,51,2023-04-06,2023-04-12,6
ENPH,52,2023-04-26,2023-05-05,9
ENPH,53,2023-06-09,2023-06-14,5
ENPH,54,2023-07-28,2023-08-10,13
ENPH,55,2023-10-30,2023-11-02,3
ENPH,56,2024-01-05,2024-01-10,5
ENPH,57,2024-02-23,2024-02-28,5
ENPH,58,2024-03-12,2024-03-20,8
ENPH,59,2024-06-20,2024-06-26,6
ENPH,60,2024-09-03,2024-09-06,3
ENPH,61,2024-09-09,2024-09-12,3
ENPH,62,2024-10-02,2024-10-09,7
ENPH,63,2024-11-08,2024-11-15,7
ENPH,64,2025-01-16,2025-01-27,11
ENPH,65,2025-02-28,2025-03-06,6
ENPH,66,2025-04-08,2025-04-11,3
ENPH,67,2025-04-23,2025-04-28,5
ENPH,68,2025-05-22,2025-05-28,6
ENPH,69,2025-07-17,2025-07-22,5
ENPH,70,2025-09-30,2025-10-03,3
EOG,1,2015-12-17,2015-12-24,7
EOG,2,2016-02-29,2016-03-03,3
EOG,3,2016-03-30,2016-04-07,8
EOG,4,2016-06-01,2016-06-08,7
EOG,5,2016-07-22,2016-07-28,6
EOG,6,2016-10-18,2016-10-21,3
EOG,7,2016-10-28,2016-11-03,6
EOG,8,2016-12-21,2016-12-27,6
EOG,9,2017-04-19,2017-04-25,6
EOG,10,2017-05-04,2017-05-09,5
EOG,11,2017-06-05,2017-06-08,3
EOG,12,2017-08-03,2017-08-08,5
EOG,13,2017-08-14,2017-08-22,8
EOG,14,2017-11-27,2017-12-01,4
EOG,15,2017-12-15,2017-12-20,5
EOG,16,2018-02-08,2018-02-14,6
EOG,17,2018-05-04,2018-05-10,6
EOG,18,2018-06-15,2018-06-20,5
EOG,19,2018-07-19,2018-07-24,5
EOG,20,2018-08-03,2018-08-08,5
EOG,21,2018-10-17,2018-10-29,12
EOG,22,2019-02-06,2019-02-13,7
EOG,23,2019-03-11,2019-03-14,3
EOG,24,2019-04-29,2019-05-07,8
EOG,25,2019-05-30,2019-06-05,6
EOG,26,2019-07-02,2019-07-09,7
EOG,27,2019-07-16,2019-07-22,6
EOG,28,2019-07-26,2019-07-31,5
EOG,29,2019-09-25,2019-10-07,12
EOG,30,2019-10-09,2019-10-14,5
EOG,31,2019-10-18,2019-10-23,5
EOG,32,2020-01-23,2020-01-30,7
EOG,33,2020-03-30,2020-04-02,3
EOG,34,2020-04-15,2020-04-21,6
EOG,35,2020-07-08,2020-07-14,6
EOG,36,2020-08-20,2020-08-26,6
EOG,37,2020-09-02,2020-09-11,9
EOG,38,2020-09-29,2020-10-06,7
EOG,39,2020-12-22,2020-12-28,6
EOG,40,2021-03-16,2021-03-19,3
EOG,41,2021-05-25,2021-05-28,3
EOG,42,2021-11-03,2021-11-08,5
EOG,43,2021-11-16,2021-11-24,8
EOG,44,2021-12-15,2021-12-20,5
EOG,45,2022-02-25,2022-03-02,5
EOG,46,2022-04-25,2022-04-28,3
EOG,47,2022-08-04,2022-08-09,5
EOG,48,2022-09-07,2022-09-12,5
EOG,49,2022-11-28,2022-12-01,3
EOG,50,2022-12-06,2022-12-14,8
EOG,51,2023-02-01,2023-02-07,6
EOG,52,2023-02-17,2023-02-23,6
EOG,53,2023-04-18,2023-04-26,8
EOG,54,2023-06-13,2023-06-20,7
EOG,55,2023-08-24,2023-08-29,5
EOG,56,2023-10-30,2023-11-02,3
EOG,57,2023-12-07,2023-12-12,5
EOG,58,2024-02-23,2024-02-28,5
EOG,59,2024-05-16,2024-05-21,5
EOG,60,2024-07-22,2024-07-26,4
EOG,61,2024-08-20,2024-08-26,6
EOG,62,2024-09-05,2024-09-10,5
EOG,63,2024-09-11,2024-09-16,5
EOG,64,2024-10-15,2024-10-18,3
EOG,65,2024-10-21,2024-11-01,11
EOG,66,2024-11-25,2024-11-29,4
EOG,67,2025-01-23,2025-01-29,6
EOG,68,2025-01-30,2025-02-05,6
EOG,69,2025-05-20,2025-05-23,3
EOG,70,2025-05-30,2025-06-04,5
EOG,71,2025-07-21,2025-07-24,3
EOG,72,2025-09-29,2025-10-06,7
EOG,73,2025-10-17,2025-10-22,5
EQR,1,2016-03-01,2016-03-04,3
EQR,2,2016-04-13,2016-04-19,6
EQR,3,2016-06-06,2016-06-09,3
EQR,4,2016-07-15,2016-07-20,5
EQR,5,2016-07-27,2016-08-01,5
EQR,6,2016-08-23,2016-08-29,6
EQR,7,2016-10-25,2016-10-28,3
EQR,8,2017-01-25,2017-02-02,8
EQR,9,2017-06-01,2017-06-06,5
EQR,10,2017-06-28,2017-07-06,8
EQR,11,2017-08-29,2017-09-01,3
EQR,12,2017-11-20,2017-11-24,4
EQR,13,2017-11-28,2017-12-04,6
EQR,14,2017-12-05,2017-12-12,7
EQR,15,2017-12-19,2017-12-27,8
EQR,16,2018-01-11,2018-01-18,7
EQR,17,2018-05-15,2018-05-22,7
EQR,18,2018-07-17,2018-07-20,3
EQR,19,2019-01-02,2019-01-07,5
EQR,20,2019-02-12,2019-02-15,3
EQR,21,2019-03-18,2019-03-22,4
EQR,22,2019-06-04,2019-06-07,3
EQR,23,2019-07-19,2019-07-25,6
EQR,24,2019-11-05,2019-11-08,3
EQR,25,2019-12-11,2019-12-20,9
EQR,26,2019-12-23,2019-12-27,4
EQR,27,2020-05-14,2020-05-19,5
EQR,28,2020-06-22,2020-06-25,3
EQR,29,2020-07-20,2020-07-24,4
EQR,30,2020-09-11,2020-09-16,5
EQR,31,2020-10-13,2020-10-22,9
EQR,32,2020-11-27,2020-12-03,6
EQR,33,2020-12-14,2020-12-17,3
EQR,34,2021-06-28,2021-07-06,8
EQR,35,2022-03-22,2022-03-25,3
EQR,36,2022-04-28,2022-05-13,15
EQR,37,2022-07-08,2022-07-14,6
EQR,38,2022-10-06,2022-10-13,7
EQR,39,2022-11-07,2022-11-14,7
EQR,40,2023-06-23,2023-06-28,5
EQR,41,2023-07-28,2023-08-02,5
EQR,42,2023-09-08,2023-09-14,6
EQR,43,2023-10-23,2023-10-26,3
EQR,44,2024-07-12,2024-07-17,5
EQR,45,2024-09-20,2024-09-25,5
EQR,46,2024-10-09,2024-10-15,6
EQR,47,2024-11-01,2024-11-06,5
EQR,48,2025-03-12,2025-03-18,6
EQR,49,2025-06-24,2025-06-30,6
EQR,50,2025-10-06,2025-10-09,3
EQT,1,2015-11-30,2015-12-08,8
EQT,2,2016-02-19,2016-02-26,7
EQT,3,2016-07-13,2016-07-18,5
EQT,4,2016-07-21,2016-07-26,5
EQT,5,2016-08-09,2016-08-15,6
EQT,6,2016-09-27,2016-09-30,3
EQT,7,2016-10-14,2016-10-21,7
EQT,8,2016-12-12,2016-12-15,3
EQT,9,2017-05-18,2017-05-23,5
EQT,10,2017-11-22,2017-12-01,9
EQT,11,2017-12-07,2017-12-12,5
EQT,12,2018-01-18,2018-01-24,6
EQT,13,2018-02-01,2018-02-08,7
EQT,14,2018-07-27,2018-08-02,6
EQT,15,2018-09-10,2018-09-13,3
EQT,16,2018-10-23,2018-11-01,9
EQT,17,2018-11-16,2018-11-21,5
EQT,18,2019-01-23,2019-01-29,6
EQT,19,2019-02-05,2019-02-12,7
EQT,20,2019-05-30,2019-06-04,5
EQT,21,2019-06-05,2019-06-17,12
EQT,22,2019-07-29,2019-08-01,3
EQT,23,2019-08-22,2019-08-30,8
EQT,24,2019-11-18,2019-11-25,7
EQT,25,2020-01-08,2020-01-16,8
EQT,26,2020-01-22,2020-01-30,8
EQT,27,2020-02-04,2020-02-13,9
EQT,28,2020-05-11,2020-05-15,4
EQT,29,2020-06-01,2020-06-04,3
EQT,30,2020-06-16,2020-07-01,15
EQT,31,2020-07-20,2020-07-23,3
EQT,32,2020-09-02,2020-09-08,6
EQT,33,2020-09-29,2020-10-02,3
EQT,34,2020-11-03,2020-11-12,9
EQT,35,2020-12-01,2020-12-08,7
EQT,36,2021-04-12,2021-04-15,3
EQT,37,2021-08-16,2021-08-23,7
EQT,38,2021-12-30,2022-01-04,5
EQT,39,2022-06-23,2022-06-28,5
EQT,40,2022-10-21,2022-10-26,5
EQT,41,2022-12-02,2022-12-14,12
EQT,42,2023-01-03,2023-01-06,3
EQT,43,2023-01-30,2023-02-02,3
EQT,44,2023-02-06,2023-02-09,3
EQT,45,2023-07-14,2023-07-19,5
EQT,46,2023-09-20,2023-09-27,7
EQT,47,2023-12-12,2023-12-15,3
EQT,48,2024-02-05,2024-02-08,3
EQT,49,2024-03-11,2024-03-20,9
EQT,50,2024-06-17,2024-06-26,9
EQT,51,2024-07-16,2024-07-19,3
EQT,52,2024-07-26,2024-08-01,6
EQT,53,2025-01-27,2025-01-30,3
EQT,54,2025-02-27,2025-03-04,5
EQT,55,2025-07-01,2025-07-09,8
EQT,56,2025-09-18,2025-09-23,5
ES,1,2016-02-12,2016-02-18,6
ES,2,2016-04-13,2016-04-18,5
ES,3,2016-05-17,2016-05-23,6
ES,4,2016-06-23,2016-06-28,5
ES,5,2016-07-12,2016-07-15,3
ES,6,2016-08-05,2016-08-10,5
ES,7,2016-10-05,2016-10-10,5
ES,8,2017-01-10,2017-01-13,3
ES,9,2017-01-25,2017-01-30,5
ES,10,2017-03-30,2017-04-04,5
ES,11,2017-07-05,2017-07-11,6
ES,12,2017-09-01,2017-09-07,6
ES,13,2017-12-19,2017-12-26,7
ES,14,2018-02-07,2018-02-12,5
ES,15,2018-05-08,2018-05-14,6
ES,16,2018-06-05,2018-06-14,9
ES,17,2018-09-20,2018-09-25,5
ES,18,2018-11-02,2018-11-07,5
ES,19,2019-02-25,2019-02-28,3
ES,20,2019-03-05,2019-03-08,3
ES,21,2019-10-29,2019-11-01,3
ES,22,2019-11-07,2019-11-12,5
ES,23,2019-12-06,2019-12-12,6
ES,24,2020-02-04,2020-02-10,6
ES,25,2020-03-10,2020-03-17,7
ES,26,2020-04-27,2020-05-06,9
ES,27,2020-08-06,2020-08-11,5
ES,28,2020-08-25,2020-08-31,6
ES,29,2020-10-30,2020-11-04,5
ES,30,2020-11-19,2020-11-24,5
ES,31,2020-12-04,2020-12-09,5
ES,32,2020-12-23,2020-12-29,6
ES,33,2021-02-08,2021-02-11,3
ES,34,2021-02-17,2021-02-22,5
ES,35,2021-04-28,2021-05-04,6
ES,36,2021-05-26,2021-06-04,9
ES,37,2021-07-21,2021-07-26,5
ES,38,2021-09-15,2021-09-22,7
ES,39,2021-09-23,2021-09-28,5
ES,40,2021-11-01,2021-11-11,10
ES,41,2022-02-11,2022-02-17,6
ES,42,2023-01-13,2023-01-24,11
ES,43,2023-03-01,2023-03-06,5
ES,44,2023-03-21,2023-03-27,6
ES,45,2023-04-14,2023-04-19,5
ES,46,2023-05-22,2023-06-02,11
ES,47,2023-09-05,2023-09-11,6
ES,48,2023-09-28,2023-10-03,5
ES,49,2023-11-13,2023-11-16,3
ES,50,2024-01-19,2024-01-25,6
ES,51,2024-03-26,2024-04-01,6
ES,52,2024-09-23,2024-10-01,8
ES,53,2024-10-08,2024-10-14,6
ES,54,2024-11-05,2024-11-11,6
ES,55,2025-01-06,2025-01-13,7
ES,56,2025-03-05,2025-03-10,5
ES,57,2025-03-25,2025-03-28,3
ES,58,2025-06-18,2025-06-24,6
ES,59,2025-10-14,2025-10-17,3
ETSY,1,2015-12-28,2016-01-06,9
ETSY,2,2016-02-23,2016-02-26,3
ETSY,3,2016-08-24,2016-08-31,7
ETSY,4,2016-09-19,2016-09-22,3
ETSY,5,2016-10-24,2016-11-02,9
ETSY,6,2016-11-30,2016-12-07,7
ETSY,7,2017-03-01,2017-03-13,12
ETSY,8,2017-08-03,2017-08-08,5
ETSY,9,2018-05-10,2018-05-15,5
ETSY,10,2018-07-16,2018-07-19,3
ETSY,11,2018-11-06,2018-11-09,3
ETSY,12,2019-03-19,2019-03-22,3
ETSY,13,2019-04-09,2019-04-12,3
ETSY,14,2019-08-30,2019-09-11,12
ETSY,15,2019-10-30,2019-11-05,6
ETSY,16,2019-11-06,2019-11-15,9
ETSY,17,2019-12-10,2019-12-13,3
ETSY,18,2020-03-11,2020-03-17,6
ETSY,19,2020-03-19,2020-03-25,6
ETSY,20,2020-04-02,2020-04-07,5
ETSY,21,2020-05-18,2020-05-26,8
ETSY,22,2020-06-08,2020-06-12,4
ETSY,23,2020-07-14,2020-07-17,3
ETSY,24,2020-08-12,2020-08-17,5
ETSY,25,2020-08-25,2020-09-02,8
ETSY,26,2021-03-25,2021-03-30,5
ETSY,27,2021-05-03,2021-05-11,8
ETSY,28,2021-07-13,2021-07-20,7
ETSY,29,2021-12-02,2021-12-09,7
ETSY,30,2021-12-28,2021-12-31,3
ETSY,31,2022-01-03,2022-01-10,7
ETSY,32,2022-01-12,2022-01-26,14
ETSY,33,2022-02-02,2022-02-08,6
ETSY,34,2022-03-25,2022-03-30,5
ETSY,35,2022-05-24,2022-05-27,3
ETSY,36,2022-10-13,2022-10-19,6
ETSY,37,2022-10-28,2022-11-07,10
ETSY,38,2023-02-10,2023-02-15,5
ETSY,39,2023-03-27,2023-03-30,3
ETSY,40,2023-04-10,2023-04-13,3
ETSY,41,2023-05-01,2023-05-04,3
ETSY,42,2023-05-05,2023-05-10,5
ETSY,43,2023-05-31,2023-06-05,5
ETSY,44,2023-06-26,2023-06-29,3
ETSY,45,2023-09-11,2023-09-14,3
ETSY,46,2023-12-29,2024-01-10,12
ETSY,47,2024-05-24,2024-05-30,6
ETSY,48,2024-08-06,2024-08-09,3
ETSY,49,2024-10-11,2024-10-16,5
ETSY,50,2024-12-24,2025-01-02,9
ETSY,51,2025-04-16,2025-04-22,6
ETSY,52,2025-04-30,2025-05-06,6
ETSY,53,2025-06-13,2025-06-20,7
ETSY,54,2025-06-26,2025-07-02,6
ETSY,55,2025-08-25,2025-09-05,11
ETSY,56,2025-11-04,2025-11-07,3
EW,1,2016-03-08,2016-03-11,3
EW,2,2016-03-17,2016-03-22,5
EW,3,2016-05-19,2016-05-24,5
EW,4,2016-10-25,2016-11-01,7
EW,5,2016-11-22,2016-11-28,6
EW,6,2017-01-18,2017-01-23,5
EW,7,2017-02-13,2017-02-17,4
EW,8,2017-03-03,2017-03-09,6
EW,9,2017-12-22,2017-12-29,7
EW,10,2018-04-25,2018-05-03,8
EW,11,2018-07-11,2018-07-16,5
EW,12,2018-08-07,2018-08-16,9
EW,13,2018-10-08,2018-10-11,3
EW,14,2019-02-21,2019-03-01,8
EW,15,2019-04-05,2019-04-10,5
EW,16,2019-05-17,2019-05-23,6
EW,17,2019-08-22,2019-08-27,5
EW,18,2019-12-06,2019-12-13,7
EW,19,2020-03-16,2020-03-19,3
EW,20,2020-04-01,2020-04-06,5
EW,21,2020-06-04,2020-06-09,5
EW,22,2020-07-10,2020-07-16,6
EW,23,2020-08-04,2020-08-07,3
EW,24,2020-09-22,2020-09-29,7
EW,25,2020-10-30,2020-11-04,5
EW,26,2021-02-01,2021-02-04,3
EW,27,2021-03-15,2021-03-23,8
EW,28,2021-05-05,2021-05-10,5
EW,29,2021-05-11,2021-05-17,6
EW,30,2021-10-04,2021-10-07,3
EW,31,2021-11-11,2021-11-16,5
EW,32,2022-01-10,2022-01-13,3
EW,33,2022-01-27,2022-02-01,5
EW,34,2022-03-08,2022-03-11,3
EW,35,2022-08-16,2022-08-26,10
EW,36,2022-10-28,2022-11-02,5
EW,37,2023-07-19,2023-07-24,5
EW,38,2023-07-27,2023-08-01,5
EW,39,2023-08-23,2023-08-29,6
EW,40,2023-10-11,2023-10-16,5
EW,41,2023-11-10,2023-11-15,5
EW,42,2024-07-15,2024-07-23,8
EW,43,2024-07-25,2024-07-30,5
EW,44,2025-01-15,2025-01-28,13
EW,45,2025-05-09,2025-05-14,5
EW,46,2025-06-09,2025-06-16,7
EW,47,2025-07-08,2025-07-11,3
EW,48,2025-08-12,2025-08-15,3
EW,49,2025-09-09,2025-09-19,10
EW,50,2025-09-22,2025-09-25,3
EW,51,2025-10-13,2025-10-16,3
EXC,1,2015-11-30,2015-12-03,3
EXC,2,2015-12-14,2015-12-17,3
EXC,3,2016-04-06,2016-04-11,5
EXC,4,2016-05-16,2016-05-23,7
EXC,5,2016-08-05,2016-08-16,11
EXC,6,2016-10-03,2016-10-07,4
EXC,7,2016-11-10,2016-11-16,6
EXC,8,2017-04-20,2017-04-26,6
EXC,9,2017-05-01,2017-05-04,3
EXC,10,2017-08-09,2017-08-14,5
EXC,11,2017-08-30,2017-09-07,8
EXC,12,2017-12-07,2017-12-12,5
EXC,13,2017-12-18,2017-12-26,8
EXC,14,2018-01-05,2018-01-10,5
EXC,15,2018-02-06,2018-02-12,6
EXC,16,2018-04-12,2018-04-17,5
EXC,17,2018-07-09,2018-07-12,3
EXC,18,2018-08-28,2018-08-31,3
EXC,19,2019-06-27,2019-07-02,5
EXC,20,2019-07-23,2019-07-29,6
EXC,21,2019-10-16,2019-10-22,6
EXC,22,2019-11-11,2019-11-14,3
EXC,23,2019-12-13,2019-12-18,5
EXC,24,2020-06-25,2020-07-01,6
EXC,25,2020-08-20,2020-08-25,5
EXC,26,2020-11-23,2020-11-27,4
EXC,27,2021-02-11,2021-02-19,8
EXC,28,2021-04-26,2021-04-29,3
EXC,29,2021-11-08,2021-11-11,3
EXC,30,2022-02-02,2022-02-07,5
EXC,31,2022-02-09,2022-02-14,5
EXC,32,2022-03-18,2022-03-23,5
EXC,33,2022-06-16,2022-06-23,7
EXC,34,2022-07-20,2022-07-25,5
EXC,35,2022-08-03,2022-08-08,5
EXC,36,2022-09-28,2022-10-05,7
EXC,37,2023-01-25,2023-01-30,5
EXC,38,2023-02-08,2023-02-14,6
EXC,39,2023-03-21,2023-03-28,7
EXC,40,2023-04-28,2023-05-03,5
EXC,41,2023-05-15,2023-05-22,7
EXC,42,2023-06-13,2023-06-16,3
EXC,43,2023-07-18,2023-07-21,3
EXC,44,2023-10-02,2023-10-05,3
EXC,45,2023-10-23,2023-10-26,3
EXC,46,2023-12-15,2023-12-21,6
EXC,47,2024-01-19,2024-01-29,10
EXC,48,2024-05-24,2024-05-30,6
EXC,49,2024-06-12,2024-06-17,5
EXC,50,2024-08-12,2024-08-15,3
EXC,51,2024-11-04,2024-11-07,3
EXC,52,2024-12-02,2024-12-05,3
EXC,53,2024-12-11,2024-12-16,5
EXC,54,2025-05-05,2025-05-08,3
EXC,55,2025-05-14,2025-05-19,5
EXC,56,2025-06-04,2025-06-09,5
EXC,57,2025-08-28,2025-09-05,8
F,1,2015-11-30,2015-12-03,3
F,2,2016-01-05,2016-01-13,8
F,3,2016-03-24,2016-03-30,6
F,4,2016-06-01,2016-06-06,5
F,5,2016-07-28,2016-08-05,8
F,6,2016-09-20,2016-09-23,3
F,7,2016-11-18,2016-11-23,5
F,8,2017-01-18,2017-01-23,5
F,9,2017-04-05,2017-04-10,5
F,10,2017-07-25,2017-07-31,6
F,11,2018-01-17,2018-01-26,9
F,12,2018-02-05,2018-02-08,3
F,13,2018-04-19,2018-04-24,5
F,14,2018-06-29,2018-07-05,6
F,15,2018-07-16,2018-07-19,3
F,16,2018-07-20,2018-07-31,11
F,17,2018-08-13,2018-08-16,3
F,18,2018-10-18,2018-10-23,5
F,19,2019-02-07,2019-02-12,5
F,20,2019-05-22,2019-06-03,12
F,21,2019-06-25,2019-06-28,3
F,22,2019-08-13,2019-08-20,7
F,23,2019-09-19,2019-09-24,5
F,24,2020-01-16,2020-01-22,6
F,25,2020-02-05,2020-02-11,6
F,26,2020-03-20,2020-03-26,6
F,27,2020-03-31,2020-04-07,7
F,28,2020-08-21,2020-08-26,5
F,29,2021-01-04,2021-01-07,3
F,30,2021-04-13,2021-04-16,3
F,31,2021-04-19,2021-04-23,4
F,32,2021-07-08,2021-07-13,5
F,33,2021-08-20,2021-08-25,5
F,34,2022-02-04,2022-02-10,6
F,35,2022-04-07,2022-04-12,5
F,36,2022-05-12,2022-05-17,5
F,37,2022-06-30,2022-07-06,6
F,38,2022-12-20,2022-12-23,3
F,39,2023-03-20,2023-03-23,3
F,40,2023-07-17,2023-07-20,3
F,41,2023-07-21,2023-07-28,7
F,42,2023-07-31,2023-08-03,3
F,43,2023-08-10,2023-08-16,6
F,44,2023-10-30,2023-11-02,3
F,45,2024-01-18,2024-01-23,5
F,46,2024-02-16,2024-02-29,13
F,47,2024-03-08,2024-03-14,6
F,48,2024-05-10,2024-05-15,5
F,49,2024-07-25,2024-08-08,14
F,50,2024-09-25,2024-09-30,5
F,51,2024-12-05,2024-12-10,5
F,52,2025-05-28,2025-06-02,5
FANG,1,2015-12-07,2015-12-10,3
FANG,2,2015-12-16,2015-12-24,8
FANG,3,2016-07-25,2016-07-28,3
FANG,4,2016-09-12,2016-09-19,7
FANG,5,2016-12-14,2016-12-19,5
FANG,6,2017-02-22,2017-02-28,6
FANG,7,2017-04-20,2017-04-25,5
FANG,8,2017-05-24,2017-06-08,15
FANG,9,2018-04-09,2018-04-12,3
FANG,10,2018-05-11,2018-05-16,5
FANG,11,2018-05-24,2018-05-31,7
FANG,12,2018-06-01,2018-06-07,6
FANG,13,2018-09-05,2018-09-12,7
FANG,14,2018-12-14,2018-12-21,7
FANG,15,2019-01-23,2019-01-28,5
FANG,16,2019-05-01,2019-05-07,6
FANG,17,2019-06-05,2019-06-10,5
FANG,18,2019-07-02,2019-07-08,6
FANG,19,2019-10-01,2019-10-07,6
FANG,20,2019-11-06,2019-11-12,6
FANG,21,2020-01-17,2020-02-06,20
FANG,22,2020-02-10,2020-02-13,3
FANG,23,2020-03-05,2020-03-12,7
FANG,24,2020-04-14,2020-04-21,7
FANG,25,2020-07-01,2020-07-07,6
FANG,26,2020-08-21,2020-08-26,5
FANG,27,2020-09-02,2020-09-11,9
FANG,28,2020-11-06,2020-11-11,5
FANG,29,2021-05-13,2021-05-18,5
FANG,30,2021-05-21,2021-05-26,5
FANG,31,2021-07-19,2021-07-22,3
FANG,32,2022-03-09,2022-03-14,5
FANG,33,2022-07-06,2022-07-11,5
FANG,34,2022-11-28,2022-12-01,3
FANG,35,2022-12-08,2022-12-14,6
FANG,36,2023-02-02,2023-02-07,5
FANG,37,2023-04-21,2023-04-26,5
FANG,38,2023-06-14,2023-06-21,7
FANG,39,2023-11-08,2023-11-13,5
FANG,40,2023-11-16,2023-11-21,5
FANG,41,2023-12-05,2023-12-11,6
FANG,42,2024-02-02,2024-02-07,5
FANG,43,2024-05-13,2024-05-21,8
FANG,44,2024-07-23,2024-07-26,3
FANG,45,2024-08-20,2024-08-23,3
FANG,46,2024-09-04,2024-09-16,12
FANG,47,2024-09-26,2024-10-01,5
FANG,48,2024-10-15,2024-10-18,3
FANG,49,2025-01-24,2025-01-31,7
FANG,50,2025-05-16,2025-05-22,6
FANG,51,2025-06-24,2025-06-27,3
FANG,52,2025-09-09,2025-09-12,3
FAST,1,2016-04-04,2016-04-07,3
FAST,2,2016-04-12,2016-04-15,3
FAST,3,2016-07-13,2016-07-18,5
FAST,4,2016-07-19,2016-07-22,3
FAST,5,2017-01-09,2017-01-12,3
FAST,6,2017-01-31,2017-02-07,7
FAST,7,2017-04-12,2017-04-18,6
FAST,8,2017-05-15,2017-05-22,7
FAST,9,2017-07-12,2017-07-17,5
FAST,10,2017-10-11,2017-10-16,5
FAST,11,2018-01-17,2018-01-22,5
FAST,12,2018-04-24,2018-04-27,3
FAST,13,2018-06-29,2018-07-09,10
FAST,14,2018-08-27,2018-09-05,9
FAST,15,2018-10-23,2018-10-29,6
FAST,16,2018-12-20,2018-12-26,6
FAST,17,2019-07-10,2019-07-16,6
FAST,18,2019-10-30,2019-11-05,6
FAST,19,2019-11-13,2019-11-18,5
FAST,20,2019-12-02,2019-12-05,3
FAST,21,2020-06-12,2020-06-17,5
FAST,22,2020-12-31,2021-01-07,7
FAST,23,2021-01-20,2021-01-27,7
FAST,24,2021-11-26,2021-12-01,5
FAST,25,2022-02-07,2022-02-10,3
FAST,26,2022-06-28,2022-07-01,3
FAST,27,2022-07-13,2022-07-18,5
FAST,28,2022-09-13,2022-09-19,6
FAST,29,2022-11-28,2022-12-02,4
FAST,30,2023-07-13,2023-07-18,5
FAST,31,2023-09-07,2023-09-13,6
FAST,32,2023-11-28,2023-12-04,6
FAST,33,2024-01-02,2024-01-08,6
FAST,34,2024-04-11,2024-04-16,5
FAST,35,2024-05-07,2024-05-10,3
FAST,36,2024-05-17,2024-05-22,5
FAST,37,2024-06-26,2024-07-05,9
FAST,38,2024-08-07,2024-08-12,5
FAST,39,2024-12-09,2024-12-24,15
FAST,40,2024-12-27,2025-01-07,11
FAST,41,2025-06-20,2025-06-25,5
FAST,42,2025-08-04,2025-08-07,3
FAST,43,2025-10-13,2025-10-16,3
FCX,1,2016-04-04,2016-04-07,3
FCX,2,2016-06-01,2016-06-06,5
FCX,3,2016-08-05,2016-08-15,10
FCX,4,2016-12-13,2016-12-22,9
FCX,5,2016-12-30,2017-01-05,6
FCX,6,2017-02-16,2017-02-28,12
FCX,7,2017-06-01,2017-06-07,6
FCX,8,2017-09-14,2017-09-19,5
FCX,9,2018-03-05,2018-03-08,3
FCX,10,2018-06-15,2018-06-22,7
FCX,11,2018-07-13,2018-07-18,5
FCX,12,2018-08-14,2018-08-20,6
FCX,13,2018-09-04,2018-09-07,3
FCX,14,2018-10-17,2018-10-29,12
FCX,15,2018-11-09,2018-11-14,5
FCX,16,2019-01-24,2019-01-29,5
FCX,17,2019-03-04,2019-03-07,3
FCX,18,2019-05-17,2019-05-23,6
FCX,19,2019-07-03,2019-07-12,9
FCX,20,2019-08-09,2019-08-15,6
FCX,21,2019-10-08,2019-10-11,3
FCX,22,2019-12-20,2019-12-26,6
FCX,23,2020-01-21,2020-01-24,3
FCX,24,2020-05-14,2020-05-19,5
FCX,25,2021-03-24,2021-03-29,5
FCX,26,2021-10-06,2021-10-11,5
FCX,27,2022-01-27,2022-02-02,6
FCX,28,2022-03-15,2022-03-18,3
FCX,29,2022-04-22,2022-04-27,5
FCX,30,2022-06-22,2022-06-28,6
FCX,31,2022-07-05,2022-07-08,3
FCX,32,2023-02-13,2023-02-16,3
FCX,33,2023-05-04,2023-05-09,5
FCX,34,2023-08-15,2023-08-21,6
FCX,35,2024-01-16,2024-01-22,6
FCX,36,2024-04-23,2024-04-26,3
FCX,37,2024-06-04,2024-06-07,3
FCX,38,2024-07-16,2024-07-29,13
FCX,39,2024-10-31,2024-11-05,5
FCX,40,2024-12-31,2025-01-06,6
FCX,41,2025-01-22,2025-01-31,9
